step 6600 energy = -0.500338894273542, bundle_size = 5, norm = 0.9999999999996373 + 0.0im
step 6800 energy = -0.5003388547289777, bundle_size = 5, norm = 0.999999999999624 + 0.0im
step 7000 energy = -0.5003388161515929, bundle_size = 5, norm = 0.9999999999996064 + 0.0im
step 7200 energy = -0.500338767216858, bundle_size = 5, norm = 0.9999999999995927 + 0.0im
step 7400 energy = -0.5003387056290727, bundle_size = 5, norm = 0.9999999999995766 + 0.0im
step 7600 energy = -0.500338643616032, bundle_size = 6, norm = 0.9999999999995611 + 0.0im
step 7800 energy = -0.5003385851965273, bundle_size = 6, norm = 0.9999999999995471 + 0.0im
step 8000 energy = -0.500338509490409, bundle_size = 6, norm = 0.999999999999533 + 0.0im
step 8200 energy = -0.5003384115665979, bundle_size = 6, norm = 0.9999999999995179 + 0.0im
step 8400 energy = -0.5003383251196579, bundle_size = 7, norm = 0.9999999999995025 + 0.0im
step 8600 energy = -0.5003382425376786, bundle_size = 7, norm = 0.9999999999994874 + 0.0im
step 8800 energy = -0.5003381185513667, bundle_size = 7, norm = 0.9999999999994719 + 0.0im
step 9000 energy = -0.5003379815679599, bundle_size = 8, norm = 0.9999999999994571 + 0.0im
step 9200 energy = -0.5003378712969494, bundle_size = 8, norm = 0.9999999999994432 + 0.0im
step 9400 energy = -0.5003377399631639, bundle_size = 8, norm = 0.9999999999994267 + 0.0im
step 9600 energy = -0.5003375614902831, bundle_size = 9, norm = 0.999999999999409 + 0.0im
step 9800 energy = -0.5003373851471568, bundle_size = 9, norm = 0.9999999999993955 + 0.0im
step 10000 energy = -0.5003372296234374, bundle_size = 10, norm = 0.9999999999993812 + 0.0im
step 10200 energy = -0.5003370459250901, bundle_size = 10, norm = 0.9999999999993681 + 0.0im
step 10400 energy = -0.5003368027255979, bundle_size = 11, norm = 0.999999999999353 + 0.0im
step 10600 energy = -0.5003365655628784, bundle_size = 11, norm = 0.9999999999993394 + 0.0im
step 10800 energy = -0.5003363747165183, bundle_size = 12, norm = 0.9999999999993242 + 0.0im
step 11000 energy = -0.5003361214326251, bundle_size = 13, norm = 0.9999999999993073 + 0.0im
step 11200 energy = -0.5003357798394912, bundle_size = 13, norm = 0.9999999999992945 + 0.0im
step 11400 energy = -0.5003355035120429, bundle_size = 14, norm = 0.9999999999992795 + 0.0im
step 11600 energy = -0.500335271986177, bundle_size = 15, norm = 0.9999999999992651 + 0.0im
step 11800 energy = -0.5003348997667226, bundle_size = 16, norm = 0.9999999999992498 + 0.0im
step 12000 energy = -0.5003344722465312, bundle_size = 17, norm = 0.9999999999992354 + 0.0im
step 12200 energy = -0.5003341785764155, bundle_size = 18, norm = 0.9999999999992205 + 0.0im
step 12400 energy = -0.5003338560655265, bundle_size = 19, norm = 0.9999999999992041 + 0.0im
step 12600 energy = -0.5003333515474375, bundle_size = 20, norm = 0.9999999999991876 + 0.0im
step 12800 energy = -0.5003328801015834, bundle_size = 21, norm = 0.9999999999991702 + 0.0im
step 13000 energy = -0.5003325289605705, bundle_size = 22, norm = 0.999999999999155 + 0.0im
step 13200 energy = -0.5003320928870161, bundle_size = 23, norm = 0.9999999999991389 + 0.0im
step 13400 energy = -0.5003315014169547, bundle_size = 24, norm = 0.9999999999991244 + 0.0im
step 13600 energy = -0.5003309330320194, bundle_size = 25, norm = 0.9999999999991098 + 0.0im
step 13800 energy = -0.5003305345595608, bundle_size = 26, norm = 0.9999999999990966 + 0.0im
step 14000 energy = -0.5003300386903574, bundle_size = 27, norm = 0.9999999999990794 + 0.0im
step 14200 energy = -0.5003292470979211, bundle_size = 28, norm = 0.9999999999990655 + 0.0im
step 14400 energy = -0.5003286457928272, bundle_size = 29, norm = 0.9999999999990504 + 0.0im
step 14600 energy = -0.5003282915255862, bundle_size = 30, norm = 0.9999999999990377 + 0.0im
step 14800 energy = -0.5003275477405031, bundle_size = 31, norm = 0.9999999999990228 + 0.0im
step 15000 energy = -0.5003266456106116, bundle_size = 32, norm = 0.9999999999990097 + 0.0im
step 15200 energy = -0.5003261500021701, bundle_size = 33, norm = 0.9999999999989927 + 0.0im
step 15400 energy = -0.5003256301969987, bundle_size = 34, norm = 0.9999999999989763 + 0.0im
step 15600 energy = -0.5003247123769, bundle_size = 35, norm = 0.9999999999989598 + 0.0im
step 15800 energy = -0.5003238411260938, bundle_size = 36, norm = 0.9999999999989462 + 0.0im
step 16000 energy = -0.5003232895870879, bundle_size = 37, norm = 0.9999999999989312 + 0.0im
step 16200 energy = -0.5003226716733723, bundle_size = 38, norm = 0.9999999999989163 + 0.0im
step 16400 energy = -0.5003216682713428, bundle_size = 39, norm = 0.9999999999988998 + 0.0im
step 16600 energy = -0.5003207085698347, bundle_size = 40, norm = 0.9999999999988854 + 0.0im
step 16800 energy = -0.5003202179366486, bundle_size = 41, norm = 0.9999999999988705 + 0.0im
step 17000 energy = -0.5003195496672083, bundle_size = 42, norm = 0.999999999998853 + 0.0im
step 17200 energy = -0.5003183015332349, bundle_size = 43, norm = 0.9999999999988386 + 0.0im
step 17400 energy = -0.5003174369957227, bundle_size = 44, norm = 0.9999999999988223 + 0.0im
step 17600 energy = -0.5003170976000104, bundle_size = 45, norm = 0.9999999999988054 + 0.0im
step 17800 energy = -0.5003161351332004, bundle_size = 46, norm = 0.9999999999987907 + 0.0im
step 18000 energy = -0.5003148232118322, bundle_size = 47, norm = 0.9999999999987771 + 0.0im
step 18200 energy = -0.500314241345521, bundle_size = 48, norm = 0.9999999999987607 + 0.0im
step 18400 energy = -0.500313788215534, bundle_size = 49, norm = 0.9999999999987434 + 0.0im
step 18600 energy = -0.5003126397727458, bundle_size = 50, norm = 0.9999999999987275 + 0.0im
step 18800 energy = -0.5003114886152953, bundle_size = 50, norm = 0.9999999999987129 + 0.0im
step 19000 energy = -0.500310993116797, bundle_size = 50, norm = 0.9999999999986987 + 0.0im
step 19200 energy = -0.5003105126191958, bundle_size = 50, norm = 0.9999999999986847 + 0.0im
step 19400 energy = -0.5003093103406733, bundle_size = 50, norm = 0.9999999999986692 + 0.0im
step 19600 energy = -0.5003081883380275, bundle_size = 50, norm = 0.9999999999986552 + 0.0im
step 19800 energy = -0.5003079760976756, bundle_size = 50, norm = 0.99999999999864 + 0.0im
step 20000 energy = -0.5003074578901932, bundle_size = 50, norm = 0.9999999999986245 + 0.0im
step 20200 energy = -0.500306030917787, bundle_size = 50, norm = 0.9999999999986092 + 0.0im
step 20400 energy = -0.5003050660898934, bundle_size = 50, norm = 0.9999999999985935 + 0.0im
step 20600 energy = -0.5003045066366549, bundle_size = 50, norm = 0.9999999999985788 + 0.0im
step 20800 energy = -0.5003031363242497, bundle_size = 50, norm = 0.999999999998564 + 0.0im
step 21000 energy = -0.5003018692081426, bundle_size = 50, norm = 0.9999999999985478 + 0.0im
step 21200 energy = -0.500302326144059, bundle_size = 50, norm = 0.9999999999985314 + 0.0im
step 21400 energy = -0.50030382301919, bundle_size = 50, norm = 0.9999999999985154 + 0.0im
step 21600 energy = -0.5003050930888762, bundle_size = 50, norm = 0.9999999999985009 + 0.0im
step 21800 energy = -0.5003068927911302, bundle_size = 50, norm = 0.9999999999984837 + 0.0im
step 22000 energy = -0.5003100285343193, bundle_size = 50, norm = 0.9999999999984681 + 0.0im
step 22200 energy = -0.5003129483850881, bundle_size = 50, norm = 0.9999999999984535 + 0.0im
step 22400 energy = -0.5003140042585517, bundle_size = 50, norm = 0.9999999999984394 + 0.0im
step 22600 energy = -0.500313852359327, bundle_size = 50, norm = 0.9999999999984232 + 0.0im
step 22800 energy = -0.500312996088525, bundle_size = 50, norm = 0.9999999999984073 + 0.0im
step 23000 energy = -0.50030946148139, bundle_size = 50, norm = 0.9999999999983916 + 0.0im
step 23200 energy = -0.5003015919210088, bundle_size = 50, norm = 0.9999999999983754 + 0.0im
step 23400 energy = -0.5002903049223857, bundle_size = 50, norm = 0.9999999999983574 + 0.0im
step 23600 energy = -0.5002758768537028, bundle_size = 50, norm = 0.9999999999983433 + 0.0im
step 23800 energy = -0.5002565166703227, bundle_size = 50, norm = 0.9999999999983289 + 0.0im
step 24000 energy = -0.5002330511992553, bundle_size = 50, norm = 0.9999999999983133 + 0.0im
step 24200 energy = -0.5002104633953148, bundle_size = 50, norm = 0.9999999999982986 + 0.0im
step 24400 energy = -0.5001925677481746, bundle_size = 50, norm = 0.9999999999982846 + 0.0im
step 24600 energy = -0.500180632114932, bundle_size = 50, norm = 0.9999999999982718 + 0.0im
step 24800 energy = -0.5001793214820826, bundle_size = 50, norm = 0.999999999998259 + 0.0im
step 25000 energy = -0.5001938512402493, bundle_size = 50, norm = 0.9999999999982458 + 0.0im
step 25200 energy = -0.5002200161304947, bundle_size = 50, norm = 0.9999999999982332 + 0.0im
step 25400 energy = -0.5002508533400707, bundle_size = 50, norm = 0.9999999999982193 + 0.0im
step 25600 energy = -0.5002840073045632, bundle_size = 50, norm = 0.9999999999982041 + 0.0im
step 25800 energy = -0.5003134269867139, bundle_size = 50, norm = 0.9999999999981878 + 0.0im
step 26000 energy = -0.5003314250708741, bundle_size = 50, norm = 0.9999999999981722 + 0.0im
step 26200 energy = -0.5003373255879999, bundle_size = 50, norm = 0.9999999999981573 + 0.0im
step 26400 energy = -0.5003346318824943, bundle_size = 50, norm = 0.9999999999981423 + 0.0im
step 26600 energy = -0.5003285097822904, bundle_size = 50, norm = 0.9999999999981277 + 0.0im
step 26800 energy = -0.5003255774246381, bundle_size = 50, norm = 0.9999999999981131 + 0.0im
step 27000 energy = -0.500329024231098, bundle_size = 50, norm = 0.9999999999980971 + 0.0im
step 27200 energy = -0.5003351505742494, bundle_size = 50, norm = 0.9999999999980795 + 0.0im
step 27400 energy = -0.5003340415251297, bundle_size = 50, norm = 0.9999999999980635 + 0.0im
step 27600 energy = -0.500311740419167, bundle_size = 50, norm = 0.9999999999980484 + 0.0im
step 27800 energy = -0.5002520269714524, bundle_size = 50, norm = 0.9999999999980331 + 0.0im
step 28000 energy = -0.5001457619470783, bundle_size = 50, norm = 0.9999999999980225 + 0.0im
step 28200 energy = -0.5000008125742779, bundle_size = 50, norm = 0.999999999998017 + 0.0im
step 28400 energy = -0.4998322338424381, bundle_size = 50, norm = 0.9999999999980193 + 0.0im
step 28600 energy = -0.49966581333118015, bundle_size = 50, norm = 0.9999999999980247 + 0.0im
step 28800 energy = -0.49954514650110177, bundle_size = 50, norm = 0.9999999999980298 + 0.0im
step 29000 energy = -0.4995023952599675, bundle_size = 50, norm = 0.9999999999980356 + 0.0im
step 29200 energy = -0.4995542553050428, bundle_size = 50, norm = 0.999999999998042 + 0.0im
step 29400 energy = -0.4997002199133178, bundle_size = 50, norm = 0.9999999999980478 + 0.0im
step 29600 energy = -0.4999019723646221, bundle_size = 50, norm = 0.9999999999980497 + 0.0im
step 29800 energy = -0.500100715157515, bundle_size = 50, norm = 0.9999999999980468 + 0.0im
step 30000 energy = -0.5002488484308748, bundle_size = 50, norm = 0.9999999999980365 + 0.0im
step 30200 energy = -0.5003154616481296, bundle_size = 50, norm = 0.9999999999980207 + 0.0im
step 30400 energy = -0.5002863611815507, bundle_size = 50, norm = 0.9999999999980059 + 0.0im
step 30600 energy = -0.5001828387472632, bundle_size = 50, norm = 0.9999999999979915 + 0.0im
step 30800 energy = -0.5000532141300837, bundle_size = 50, norm = 0.9999999999979811 + 0.0im
step 31000 energy = -0.49994795743494524, bundle_size = 50, norm = 0.9999999999979791 + 0.0im
step 31200 energy = -0.4999152311309536, bundle_size = 50, norm = 0.9999999999979785 + 0.0im
step 31400 energy = -0.49998183619739894, bundle_size = 50, norm = 0.9999999999979795 + 0.0im
step 31600 energy = -0.5001208808794138, bundle_size = 50, norm = 0.9999999999979726 + 0.0im
step 31800 energy = -0.5002579244478802, bundle_size = 50, norm = 0.9999999999979579 + 0.0im
step 32000 energy = -0.5003046152974344, bundle_size = 50, norm = 0.9999999999979418 + 0.0im
step 32200 energy = -0.5001890633626008, bundle_size = 50, norm = 0.999999999997925 + 0.0im
step 32400 energy = -0.49986177343929866, bundle_size = 50, norm = 0.9999999999979197 + 0.0im
step 32600 energy = -0.4993333666795677, bundle_size = 50, norm = 0.9999999999979228 + 0.0im
step 32800 energy = -0.4986971945060016, bundle_size = 50, norm = 0.9999999999979323 + 0.0im
step 33000 energy = -0.4980712643945642, bundle_size = 50, norm = 0.9999999999979405 + 0.0im
step 33200 energy = -0.49759869531852313, bundle_size = 50, norm = 0.9999999999979488 + 0.0im
step 33400 energy = -0.49745434577381864, bundle_size = 50, norm = 0.999999999997967 + 0.0im
step 33600 energy = -0.4977243995262295, bundle_size = 50, norm = 0.9999999999979755 + 0.0im
step 33800 energy = -0.4983401034921044, bundle_size = 50, norm = 0.9999999999979848 + 0.0im
step 34000 energy = -0.49910337639803776, bundle_size = 50, norm = 0.999999999997995 + 0.0im
step 34200 energy = -0.4997748763619825, bundle_size = 50, norm = 0.9999999999980007 + 0.0im
step 34400 energy = -0.5001791805479083, bundle_size = 50, norm = 0.9999999999979959 + 0.0im
step 34600 energy = -0.5002590222652813, bundle_size = 50, norm = 0.9999999999979815 + 0.0im
step 34800 energy = -0.5000086565251257, bundle_size = 50, norm = 0.9999999999979651 + 0.0im
step 35000 energy = -0.4994845408768516, bundle_size = 50, norm = 0.999999999997968 + 0.0im
step 35200 energy = -0.498933646655596, bundle_size = 50, norm = 0.9999999999979742 + 0.0im
step 35400 energy = -0.49856237184064356, bundle_size = 50, norm = 0.9999999999979822 + 0.0im
step 35600 energy = -0.49842422005230086, bundle_size = 50, norm = 0.9999999999979909 + 0.0im
step 35800 energy = -0.4986994614448684, bundle_size = 50, norm = 0.9999999999980019 + 0.0im
step 36000 energy = -0.49928530812391847, bundle_size = 50, norm = 0.9999999999980088 + 0.0im
step 36200 energy = -0.4998886459223513, bundle_size = 50, norm = 0.9999999999980111 + 0.0im
step 36400 energy = -0.5002191176262663, bundle_size = 50, norm = 0.9999999999979982 + 0.0im
step 36600 energy = -0.5001042504959367, bundle_size = 50, norm = 0.9999999999979807 + 0.0im
step 36800 energy = -0.49942826313674227, bundle_size = 50, norm = 0.9999999999979776 + 0.0im
step 37000 energy = -0.49815868918178335, bundle_size = 50, norm = 0.999999999997984 + 0.0im
step 37200 energy = -0.49650562326644104, bundle_size = 50, norm = 0.9999999999979874 + 0.0im
step 37400 energy = -0.49486208207630294, bundle_size = 50, norm = 0.9999999999979942 + 0.0im
step 37600 energy = -0.49345166101758, bundle_size = 50, norm = 0.9999999999979982 + 0.0im
step 37800 energy = -0.4927240081957476, bundle_size = 50, norm = 0.9999999999980098 + 0.0im
step 38000 energy = -0.49321158678800775, bundle_size = 50, norm = 0.9999999999980128 + 0.0im
step 38200 energy = -0.4948085983174468, bundle_size = 50, norm = 0.999999999998015 + 0.0im
step 38400 energy = -0.4969670283502172, bundle_size = 50, norm = 0.9999999999980141 + 0.0im
step 38600 energy = -0.49881429676916617, bundle_size = 50, norm = 0.9999999999980101 + 0.0im
step 38800 energy = -0.4997159479464786, bundle_size = 50, norm = 0.9999999999979946 + 0.0im
step 39000 energy = -0.4997909750115011, bundle_size = 50, norm = 0.9999999999979553 + 0.0im
step 39200 energy = -0.49924040530203384, bundle_size = 50, norm = 0.9999999999979209 + 0.0im
step 39400 energy = -0.49764299414338736, bundle_size = 50, norm = 0.999999999997893 + 0.0im
step 39600 energy = -0.4959024048934119, bundle_size = 50, norm = 0.9999999999978528 + 0.0im
step 39800 energy = -0.4953642156332903, bundle_size = 50, norm = 0.9999999999978033 + 0.0im
step 40000 energy = -0.49479314504528826, bundle_size = 50, norm = 0.999999999997732 + 0.0im
step 40200 energy = -0.49526661637722236, bundle_size = 50, norm = 0.9999999999976558 + 0.0im
step 40400 energy = -0.49675483005083887, bundle_size = 50, norm = 0.9999999999975664 + 0.0im
step 40600 energy = -0.49847277590985156, bundle_size = 50, norm = 0.9999999999974634 + 0.0im
step 40800 energy = -0.4993465714263488, bundle_size = 50, norm = 0.9999999999973359 + 0.0im
step 41000 energy = -0.4993557766810681, bundle_size = 50, norm = 0.9999999999971791 + 0.0im
step 41200 energy = -0.4983779284689532, bundle_size = 50, norm = 0.9999999999970218 + 0.0im
step 41400 energy = -0.4960052194988493, bundle_size = 50, norm = 0.9999999999968544 + 0.0im
step 41600 energy = -0.4926622983401289, bundle_size = 50, norm = 0.9999999999966583 + 0.0im
step 41800 energy = -0.48936785771120134, bundle_size = 50, norm = 0.9999999999964344 + 0.0im
step 42000 energy = -0.4859084316138293, bundle_size = 50, norm = 0.9999999999961706 + 0.0im
step 42200 energy = -0.48314163118544234, bundle_size = 50, norm = 0.9999999999958636 + 0.0im
step 42400 energy = -0.4824073256382433, bundle_size = 50, norm = 0.9999999999954968 + 0.0im
step 42600 energy = -0.48398361593521494, bundle_size = 50, norm = 0.9999999999950574 + 0.0im
step 42800 energy = -0.4869267883593118, bundle_size = 50, norm = 0.999999999994528 + 0.0im
step 43000 energy = -0.49024934676564247, bundle_size = 50, norm = 0.9999999999938917 + 0.0im
step 43200 energy = -0.49199812543876176, bundle_size = 50, norm = 0.999999999993124 + 0.0im
step 43400 energy = -0.4921397918145706, bundle_size = 50, norm = 0.9999999999921945 + 0.0im
step 43600 energy = -0.492096675107639, bundle_size = 50, norm = 0.9999999999911245 + 0.0im
step 43800 energy = -0.49006221296006497, bundle_size = 50, norm = 0.9999999999898908 + 0.0im
step 44000 energy = -0.48560439268500505, bundle_size = 50, norm = 0.9999999999884819 + 0.0im
step 44200 energy = -0.48478465033964996, bundle_size = 50, norm = 0.9999999999868955 + 0.0im
step 44400 energy = -0.48333069168519127, bundle_size = 50, norm = 0.999999999985145 + 0.0im
step 44600 energy = -0.4827813801636791, bundle_size = 50, norm = 0.9999999999832214 + 0.0im
step 44800 energy = -0.4844865826859388, bundle_size = 50, norm = 0.9999999999811392 + 0.0im
step 45000 energy = -0.4872398860506738, bundle_size = 50, norm = 0.9999999999788979 + 0.0im
step 45200 energy = -0.4886759660556279, bundle_size = 50, norm = 0.9999999999764935 + 0.0im
step 45400 energy = -0.4888215619930172, bundle_size = 50, norm = 0.9999999999738945 + 0.0im
step 45600 energy = -0.48846625668097543, bundle_size = 50, norm = 0.999999999971104 + 0.0im
step 45800 energy = -0.4859323316407042, bundle_size = 50, norm = 0.9999999999680584 + 0.0im
step 46000 energy = -0.4806516215043211, bundle_size = 50, norm = 0.9999999999646713 + 0.0im
step 46200 energy = -0.47599533965883134, bundle_size = 50, norm = 0.9999999999608277 + 0.0im
step 46400 energy = -0.4687444326183844, bundle_size = 50, norm = 0.9999999999563706 + 0.0im
step 46600 energy = -0.4604353142485016, bundle_size = 50, norm = 0.9999999999510828 + 0.0im
step 46800 energy = -0.45318134173951286, bundle_size = 50, norm = 0.9999999999447237 + 0.0im
step 47000 energy = -0.449048869555769, bundle_size = 50, norm = 0.9999999999370057 + 0.0im
step 47200 energy = -0.446608262787485, bundle_size = 50, norm = 0.9999999999276756 + 0.0im
step 47400 energy = -0.4465780565792744, bundle_size = 50, norm = 0.9999999999165803 + 0.0im
step 47600 energy = -0.446876315888393, bundle_size = 50, norm = 0.9999999999037212 + 0.0im
step 47800 energy = -0.4469393857629853, bundle_size = 50, norm = 0.999999999889197 + 0.0im
step 48000 energy = -0.4495115314028785, bundle_size = 50, norm = 0.9999999998730779 + 0.0im
step 48200 energy = -0.4519311479825413, bundle_size = 50, norm = 0.9999999998550375 + 0.0im
step 48400 energy = -0.4491658806962925, bundle_size = 50, norm = 0.9999999998343794 + 0.0im
step 48600 energy = -0.4500045321545904, bundle_size = 50, norm = 0.9999999998103144 + 0.0im
step 48800 energy = -0.4498897683392674, bundle_size = 50, norm = 0.9999999997824254 + 0.0im
step 49000 energy = -0.44822393656360227, bundle_size = 50, norm = 0.9999999997509085 + 0.0im
step 49200 energy = -0.44677307313303793, bundle_size = 50, norm = 0.9999999997165637 + 0.0im
step 49400 energy = -0.44752686608149533, bundle_size = 50, norm = 0.9999999996805232 + 0.0im
step 49600 energy = -0.44773299744469214, bundle_size = 50, norm = 0.9999999996439426 + 0.0im
step 49800 energy = -0.44767245150583174, bundle_size = 50, norm = 0.9999999996077165 + 0.0im
step 50000 energy = -0.4486566511226323, bundle_size = 50, norm = 0.9999999995724307 + 0.0im
step 50200 energy = -0.450603371390749, bundle_size = 50, norm = 0.9999999995382709 + 0.0im
step 50400 energy = -0.44523679828667495, bundle_size = 50, norm = 0.9999999995051251 + 0.0im
step 50600 energy = -0.4396827760973608, bundle_size = 50, norm = 0.9999999994726803 + 0.0im
step 50800 energy = -0.42831064319843337, bundle_size = 50, norm = 0.9999999994404545 + 0.0im
step 51000 energy = -0.4074834040345082, bundle_size = 50, norm = 0.9999999994078332 + 0.0im
step 51200 energy = -0.3836735950071721, bundle_size = 50, norm = 0.9999999993740146 + 0.0im
step 51400 energy = -0.3593082868888913, bundle_size = 50, norm = 0.9999999993379024 + 0.0im
step 51600 energy = -0.33937134065917846, bundle_size = 50, norm = 0.9999999992978649 + 0.0im
step 51800 energy = -0.3252723498785167, bundle_size = 50, norm = 0.999999999251329 + 0.0im
step 52000 energy = -0.3172267241426604, bundle_size = 50, norm = 0.9999999991941997 + 0.0im
step 52200 energy = -0.31605542500627265, bundle_size = 50, norm = 0.9999999991201866 + 0.0im
step 52400 energy = -0.3246642530121377, bundle_size = 50, norm = 0.9999999990202858 + 0.0im
step 52600 energy = -0.33970364445827295, bundle_size = 50, norm = 0.9999999988824737 + 0.0im
step 52800 energy = -0.3511666567452398, bundle_size = 50, norm = 0.9999999986921362 + 0.0im
step 53000 energy = -0.36520307850349526, bundle_size = 50, norm = 0.9999999984334345 + 0.0im
step 53200 energy = -0.3764256211771657, bundle_size = 50, norm = 0.9999999980917288 + 0.0im
step 53400 energy = -0.3801125001262773, bundle_size = 50, norm = 0.9999999976558877 + 0.0im
step 53600 energy = -0.3789005074651654, bundle_size = 50, norm = 0.9999999971184228 + 0.0im
step 53800 energy = -0.37842316471622317, bundle_size = 50, norm = 0.9999999964727668 + 0.0im
step 54000 energy = -0.37723938298406084, bundle_size = 50, norm = 0.9999999957094563 + 0.0im
step 54200 energy = -0.3767557929105018, bundle_size = 50, norm = 0.9999999948132254 + 0.0im
